age,education,marital-status,relationship,sex,income
50.0,,Married-civ-spouse,Husband,Male,>50K
54.0,HS-grad,Widowed,Unmarried,Female,<=50K
31.0,Bachelors,Never-married,Not-in-family,Female,>50K
33.0,Some-college,,Unmarried,Female,
,9th,,Own-child,Male,
46.0,,Married-civ-spouse,,Male,
30.0,,Married-civ-spouse,Wife,Female,>50K
22.0,,Never-married,,Male,
59.0,,,Husband,,
57.0,,Widowed,Other-relative,,
26.0,HS-grad,,Not-in-family,,
52.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
55.0,Masters,Divorced,Unmarried,Female,
47.0,Bachelors,Married-civ-spouse,Husband,,
19.0,HS-grad,Never-married,,,
26.0,HS-grad,Never-married,Own-child,Male,<=50K
44.0,,Divorced,Not-in-family,,>50K
,Masters,,,,>50K
39.0,Some-college,,Husband,Male,<=50K
17.0,11th,Never-married,,,
26.0,HS-grad,Never-married,Not-in-family,Female,
26.0,Masters,Married-civ-spouse,Husband,,<=50K
50.0,,Married-civ-spouse,,,<=50K
46.0,Masters,Married-civ-spouse,Husband,Male,>50K
18.0,,Never-married,Own-child,,<=50K
26.0,Bachelors,Never-married,Unmarried,Male,<=50K
32.0,,Married-civ-spouse,Husband,,>50K
,5th-6th,Married-spouse-absent,Unmarried,,
47.0,Some-college,Married-civ-spouse,Husband,Male,
52.0,HS-grad,Married-civ-spouse,Wife,Female,<=50K
25.0,Some-college,,,,
42.0,11th,Married-civ-spouse,Husband,Male,<=50K
53.0,HS-grad,Married-civ-spouse,,Male,
30.0,,,Own-child,Female,
23.0,,Never-married,Not-in-family,Male,<=50K
23.0,,Never-married,Own-child,Male,<=50K
32.0,Some-college,Married-civ-spouse,Husband,,<=50K
29.0,,Separated,Other-relative,Male,
40.0,,,Husband,Male,<=50K
45.0,Masters,Married-civ-spouse,,Male,>50K
17.0,10th,Never-married,Own-child,,
55.0,,Married-civ-spouse,,,
,Masters,Married-civ-spouse,Husband,,
56.0,Assoc-voc,Married-civ-spouse,Husband,,
,12th,Never-married,Not-in-family,Male,<=50K
37.0,HS-grad,Married-civ-spouse,Husband,,<=50K
25.0,HS-grad,,Husband,Male,
22.0,Some-college,Never-married,Own-child,,<=50K
27.0,9th,Never-married,Unmarried,,<=50K
21.0,HS-grad,Never-married,,Female,
47.0,HS-grad,Married-civ-spouse,Husband,,>50K
38.0,Some-college,,Husband,Male,
62.0,Masters,Divorced,Not-in-family,Female,>50K
27.0,Some-college,,Husband,,
25.0,Assoc-voc,,Own-child,Male,
27.0,,Never-married,Own-child,Female,<=50K
,Some-college,Married-civ-spouse,,Female,>50K
22.0,Some-college,Never-married,Own-child,,>50K
33.0,HS-grad,,,,
28.0,,Married-civ-spouse,Wife,Female,<=50K
28.0,HS-grad,Married-civ-spouse,Husband,Male,
29.0,HS-grad,Never-married,Unmarried,Male,<=50K
,9th,Divorced,,,<=50K
30.0,,Married-civ-spouse,,Male,<=50K
65.0,,Married-civ-spouse,,,
28.0,,Never-married,Not-in-family,Male,<=50K
39.0,Bachelors,Married-civ-spouse,Husband,Male,
35.0,,Never-married,Not-in-family,Male,
50.0,Some-college,Married-civ-spouse,,,<=50K
25.0,10th,Never-married,Own-child,,<=50K
63.0,,Widowed,Not-in-family,,<=50K
56.0,Assoc-voc,,Husband,,
46.0,Some-college,Married-civ-spouse,,,>50K
19.0,Some-college,Never-married,Own-child,Female,
56.0,Masters,,Husband,Male,>50K
,HS-grad,Divorced,,Female,
,,Married-civ-spouse,,Male,>50K
17.0,11th,Never-married,,,
27.0,,Never-married,Unmarried,,
30.0,Some-college,,Own-child,Male,
18.0,,Never-married,Own-child,Female,
41.0,Some-college,Divorced,Not-in-family,,<=50K
40.0,Masters,Married-civ-spouse,Wife,Female,>50K
35.0,Bachelors,Never-married,,,
29.0,HS-grad,,Not-in-family,,
27.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
25.0,10th,Never-married,,Male,<=50K
53.0,1st-4th,Divorced,Unmarried,Female,
53.0,Bachelors,Married-civ-spouse,,Male,
26.0,HS-grad,Never-married,Unmarried,Male,<=50K
41.0,,Married-civ-spouse,Husband,Male,
28.0,HS-grad,,Husband,Male,<=50K
48.0,Masters,Separated,Not-in-family,Male,<=50K
22.0,,Never-married,Not-in-family,Male,<=50K
40.0,Prof-school,,Husband,,
52.0,Bachelors,Married-civ-spouse,Husband,,
53.0,Masters,Widowed,Unmarried,Female,<=50K
40.0,Some-college,,Husband,,>50K
57.0,Assoc-acdm,Divorced,,Male,<=50K
53.0,Assoc-voc,Separated,Not-in-family,Male,
23.0,,Never-married,Not-in-family,Female,
31.0,,Married-civ-spouse,Husband,,<=50K
20.0,9th,Never-married,Own-child,,
25.0,Prof-school,Never-married,,,<=50K
37.0,Some-college,Never-married,Unmarried,Female,<=50K
50.0,,Married-civ-spouse,Husband,Male,>50K
34.0,HS-grad,Married-civ-spouse,,Male,
37.0,Bachelors,,Husband,Male,
52.0,Bachelors,Married-civ-spouse,Husband,,>50K
29.0,Assoc-voc,Married-civ-spouse,Husband,,<=50K
49.0,Some-college,Married-civ-spouse,,,>50K
31.0,,,,,
47.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
51.0,,,Husband,Male,<=50K
27.0,,,Wife,Female,<=50K
23.0,Bachelors,Never-married,Not-in-family,,
55.0,,Married-civ-spouse,Husband,Male,<=50K
28.0,,Married-civ-spouse,Husband,Male,>50K
31.0,Bachelors,Never-married,Not-in-family,Female,
30.0,HS-grad,Never-married,Own-child,Male,
23.0,,,Own-child,Male,
19.0,HS-grad,,,Male,<=50K
22.0,Some-college,Never-married,Own-child,Male,<=50K
50.0,HS-grad,Divorced,Unmarried,Female,<=50K
64.0,,Married-civ-spouse,Husband,Male,
,,,Own-child,,
75.0,,Widowed,Not-in-family,,
29.0,,,Own-child,Male,<=50K
47.0,Some-college,Married-civ-spouse,Husband,,>50K
20.0,HS-grad,,Not-in-family,Male,
33.0,,,Own-child,Male,<=50K
45.0,Doctorate,Married-civ-spouse,,,
41.0,,Divorced,,Female,
23.0,,Never-married,,Male,
38.0,,Married-civ-spouse,,Male,>50K
67.0,Some-college,Married-civ-spouse,Husband,Male,
21.0,Some-college,Never-married,Own-child,Male,<=50K
38.0,Some-college,Never-married,Not-in-family,,
31.0,HS-grad,Married-civ-spouse,Husband,,
19.0,Some-college,,Own-child,Female,
,,Married-civ-spouse,Husband,Male,<=50K
36.0,,Never-married,Not-in-family,,
50.0,Some-college,Widowed,,Male,
60.0,10th,Married-civ-spouse,,,<=50K
,Masters,Married-civ-spouse,Husband,Male,
28.0,Bachelors,Never-married,Not-in-family,,
36.0,,,,Male,>50K
21.0,Some-college,Never-married,Own-child,Female,<=50K
27.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
18.0,12th,Never-married,Own-child,Female,<=50K
44.0,Some-college,Married-civ-spouse,Husband,,>50K
56.0,7th-8th,Married-civ-spouse,Husband,Male,<=50K
51.0,,Married-civ-spouse,Husband,Male,>50K
48.0,Bachelors,Married-civ-spouse,Husband,Male,
31.0,Assoc-voc,Married-civ-spouse,Husband,Male,<=50K
,Assoc-voc,Never-married,Not-in-family,,<=50K
35.0,HS-grad,,Other-relative,,
36.0,Some-college,Married-civ-spouse,,Male,<=50K
47.0,,Married-civ-spouse,Husband,,<=50K
23.0,,Never-married,Not-in-family,,<=50K
21.0,Some-college,,Other-relative,Female,
49.0,Some-college,Separated,,Female,<=50K
51.0,Prof-school,Married-civ-spouse,Husband,Male,>50K
46.0,Assoc-voc,Married-civ-spouse,Husband,,
31.0,,Married-civ-spouse,Husband,,<=50K
27.0,HS-grad,Married-civ-spouse,Husband,,
56.0,Assoc-acdm,Married-civ-spouse,Husband,Male,<=50K
48.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
30.0,Some-college,Divorced,,,<=50K
29.0,Bachelors,Divorced,Not-in-family,Male,
50.0,,,Not-in-family,,
,HS-grad,Never-married,Not-in-family,,<=50K
37.0,,,Husband,Male,>50K
51.0,HS-grad,Married-civ-spouse,,Male,
,HS-grad,Married-civ-spouse,Husband,Male,
29.0,Assoc-voc,,Not-in-family,Male,>50K
39.0,10th,Married-civ-spouse,,,<=50K
48.0,Some-college,Married-civ-spouse,Husband,Male,>50K
44.0,Bachelors,,Husband,Male,>50K
39.0,10th,Married-civ-spouse,Husband,Male,<=50K
22.0,11th,Never-married,,Male,<=50K
27.0,Some-college,Married-civ-spouse,Wife,Female,
42.0,9th,Divorced,,Male,
,HS-grad,Never-married,Own-child,,<=50K
27.0,Some-college,,Not-in-family,Female,<=50K
51.0,10th,Separated,Unmarried,,<=50K
27.0,Some-college,Married-civ-spouse,Husband,,<=50K
60.0,,Married-civ-spouse,Husband,Male,<=50K
36.0,1st-4th,Married-civ-spouse,,,
45.0,Bachelors,Married-civ-spouse,Husband,Male,
,,Married-civ-spouse,Husband,Male,>50K
63.0,Some-college,Married-civ-spouse,,,>50K
41.0,HS-grad,Married-spouse-absent,,Male,
53.0,12th,,Wife,Female,<=50K
34.0,HS-grad,Divorced,Unmarried,Female,
34.0,Some-college,,,,
31.0,Bachelors,Married-civ-spouse,Wife,,>50K
22.0,Assoc-acdm,,,Female,
,Some-college,Married-civ-spouse,,Male,
43.0,HS-grad,Married-civ-spouse,Husband,,<=50K
36.0,,,Husband,Male,>50K
27.0,Bachelors,Never-married,Not-in-family,,
52.0,HS-grad,Married-civ-spouse,,Male,
29.0,HS-grad,Married-civ-spouse,Husband,,<=50K
27.0,,Separated,Own-child,,
42.0,,Never-married,Not-in-family,,<=50K
,Bachelors,Widowed,,,
24.0,Some-college,,Unmarried,,<=50K
22.0,,Never-married,Unmarried,,<=50K
30.0,Bachelors,,,Male,<=50K
28.0,,,Not-in-family,,<=50K
20.0,Assoc-voc,Never-married,,,<=50K
45.0,Prof-school,Married-civ-spouse,Husband,,>50K
39.0,,Divorced,,,
43.0,Prof-school,Never-married,Not-in-family,Male,<=50K
18.0,HS-grad,,Own-child,Female,<=50K
,HS-grad,,Husband,,<=50K
74.0,Some-college,Married-civ-spouse,,Male,>50K
39.0,,Married-civ-spouse,Husband,Male,
,10th,Never-married,Other-relative,,<=50K
49.0,HS-grad,Married-civ-spouse,Husband,,>50K
21.0,10th,Married-civ-spouse,Husband,Male,<=50K
65.0,Some-college,Married-civ-spouse,,,<=50K
39.0,HS-grad,Never-married,,Male,>50K
49.0,,Married-civ-spouse,Husband,,
20.0,Some-college,Never-married,,,<=50K
47.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
46.0,HS-grad,Married-civ-spouse,Husband,,
29.0,Assoc-voc,Married-civ-spouse,Husband,,>50K
,HS-grad,,Unmarried,Female,<=50K
48.0,,Divorced,Not-in-family,,
44.0,9th,Divorced,Not-in-family,,<=50K
37.0,Bachelors,Married-civ-spouse,Husband,,<=50K
45.0,Some-college,Married-civ-spouse,,Male,<=50K
51.0,Bachelors,Married-civ-spouse,Husband,Male,
33.0,Bachelors,Never-married,Not-in-family,,<=50K
55.0,Bachelors,,Wife,Female,<=50K
25.0,Some-college,,Wife,,<=50K
26.0,HS-grad,Divorced,Not-in-family,,
54.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
38.0,,Never-married,Not-in-family,,
39.0,Masters,Married-civ-spouse,,Female,>50K
20.0,Some-college,,Own-child,Male,<=50K
30.0,HS-grad,Divorced,,Female,
29.0,,Divorced,Not-in-family,Male,<=50K
42.0,HS-grad,Divorced,,Female,<=50K
24.0,,Never-married,Not-in-family,,<=50K
36.0,HS-grad,Married-civ-spouse,Husband,Male,
,Masters,Married-civ-spouse,Husband,,
42.0,HS-grad,,,Male,
42.0,10th,Married-civ-spouse,Husband,Male,<=50K
46.0,HS-grad,,,Female,
52.0,Masters,Married-spouse-absent,,Female,
27.0,Assoc-voc,Married-civ-spouse,,Male,<=50K
43.0,,Divorced,Unmarried,Female,
43.0,Bachelors,Never-married,Not-in-family,,<=50K
27.0,,,Own-child,,<=50K
52.0,,Married-civ-spouse,Husband,,
,Some-college,,Husband,,<=50K
38.0,7th-8th,Divorced,,,
44.0,9th,,Unmarried,,
27.0,,Divorced,Own-child,,
50.0,,Divorced,Not-in-family,Male,<=50K
23.0,,Never-married,Not-in-family,,
,Some-college,Never-married,Unmarried,,<=50K
36.0,Some-college,Never-married,Unmarried,,
24.0,,Never-married,Not-in-family,,<=50K
59.0,,Married-civ-spouse,Husband,Male,
,Assoc-voc,Married-civ-spouse,Husband,Male,
23.0,,,,Male,
37.0,,Never-married,,Female,
25.0,,Never-married,Own-child,Female,<=50K
40.0,,Married-civ-spouse,Wife,Female,<=50K
38.0,,Married-civ-spouse,,,>50K
31.0,HS-grad,Married-civ-spouse,Husband,,<=50K
28.0,Doctorate,Divorced,Not-in-family,Female,
24.0,,Never-married,,,
,Assoc-acdm,Married-civ-spouse,Husband,Male,>50K
29.0,,Married-civ-spouse,Wife,,<=50K
38.0,Prof-school,Married-civ-spouse,Husband,,
53.0,Some-college,Separated,Unmarried,,<=50K
33.0,HS-grad,Married-civ-spouse,,Female,>50K
39.0,Bachelors,Married-civ-spouse,Husband,,
44.0,HS-grad,Married-civ-spouse,Husband,Male,
46.0,Bachelors,Divorced,Not-in-family,Male,>50K
30.0,Bachelors,Never-married,Own-child,Male,
24.0,Some-college,Married-civ-spouse,Husband,Male,
29.0,,Never-married,,,
,Some-college,,Husband,Male,<=50K
25.0,HS-grad,Married-spouse-absent,Not-in-family,Male,
45.0,Some-college,Never-married,Not-in-family,,<=50K
21.0,Some-college,Never-married,,,
64.0,Some-college,Married-civ-spouse,Husband,Male,
39.0,Bachelors,,Not-in-family,Male,<=50K
,HS-grad,Married-civ-spouse,Husband,Male,<=50K
35.0,HS-grad,Never-married,Not-in-family,Male,
27.0,Bachelors,,,,
41.0,,Divorced,Own-child,,
32.0,Masters,Married-civ-spouse,,Male,<=50K
24.0,,,Husband,Male,
32.0,Bachelors,,,Male,>50K
42.0,Some-college,Married-civ-spouse,Husband,,>50K
58.0,Masters,Widowed,Not-in-family,Female,<=50K
23.0,Masters,Married-civ-spouse,Husband,Male,>50K
31.0,HS-grad,Married-civ-spouse,Husband,Male,
28.0,Bachelors,Never-married,Unmarried,Female,
41.0,,Widowed,Unmarried,,<=50K
37.0,Bachelors,Married-civ-spouse,,Female,
,HS-grad,,Own-child,Male,<=50K
27.0,Bachelors,Never-married,,,
61.0,9th,Married-civ-spouse,Husband,Male,
39.0,Bachelors,Married-civ-spouse,Husband,,>50K
25.0,Bachelors,Never-married,,,
58.0,,Married-civ-spouse,Husband,,
27.0,,Married-civ-spouse,Other-relative,Male,>50K
51.0,5th-6th,Married-civ-spouse,Husband,Male,<=50K
43.0,,,Husband,,
46.0,,Divorced,Unmarried,,
67.0,,,Husband,Male,<=50K
50.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
20.0,,,Own-child,Male,<=50K
35.0,,Widowed,Unmarried,Female,>50K
,1st-4th,Married-civ-spouse,Husband,Male,
40.0,Prof-school,Married-civ-spouse,Other-relative,,
42.0,10th,Never-married,,,<=50K
67.0,10th,Married-civ-spouse,Husband,Male,<=50K
47.0,,Married-civ-spouse,Husband,Male,>50K
30.0,HS-grad,Never-married,Not-in-family,Male,
26.0,,Never-married,Unmarried,,
51.0,HS-grad,Married-civ-spouse,Husband,,<=50K
38.0,,,Other-relative,Female,
24.0,HS-grad,Married-civ-spouse,,,<=50K
48.0,HS-grad,,Wife,,
34.0,Bachelors,Married-civ-spouse,Own-child,,
70.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
35.0,,Married-civ-spouse,Husband,Male,<=50K
61.0,Masters,Married-civ-spouse,Husband,,>50K
26.0,,Married-civ-spouse,Husband,Male,
64.0,HS-grad,Never-married,Not-in-family,,
26.0,HS-grad,Never-married,,,
39.0,HS-grad,,Husband,Male,<=50K
,Some-college,Never-married,Own-child,,<=50K
23.0,,Never-married,Not-in-family,Male,<=50K
33.0,HS-grad,Married-civ-spouse,Husband,,
,Bachelors,Married-civ-spouse,,Male,>50K
28.0,,Never-married,Other-relative,Male,<=50K
50.0,Masters,Married-civ-spouse,Husband,,
26.0,Bachelors,Married-civ-spouse,Wife,Female,
44.0,Assoc-acdm,,Not-in-family,Female,
51.0,,Married-spouse-absent,Not-in-family,Male,
34.0,,Married-civ-spouse,Husband,Male,<=50K
37.0,Bachelors,,Husband,Male,
,Prof-school,Married-civ-spouse,Husband,Male,>50K
24.0,,Never-married,Not-in-family,,
27.0,Assoc-voc,,Unmarried,Female,
44.0,Some-college,Married-civ-spouse,Husband,,<=50K
24.0,HS-grad,Never-married,Not-in-family,Male,<=50K
54.0,HS-grad,Married-civ-spouse,Husband,,>50K
47.0,Some-college,Separated,Unmarried,Female,
30.0,,,Not-in-family,,<=50K
35.0,Some-college,Divorced,Not-in-family,Female,<=50K
39.0,,Married-civ-spouse,Husband,Male,<=50K
42.0,Assoc-acdm,Separated,Unmarried,,
70.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
41.0,,Married-civ-spouse,,Male,<=50K
36.0,,Never-married,Not-in-family,,<=50K
44.0,Masters,,,Male,>50K
42.0,HS-grad,Separated,Unmarried,,<=50K
20.0,,,Own-child,,<=50K
29.0,10th,Never-married,Not-in-family,Male,<=50K
27.0,HS-grad,Married-civ-spouse,Wife,,<=50K
30.0,Masters,Married-civ-spouse,Husband,Male,>50K
59.0,Some-college,Married-civ-spouse,Husband,,<=50K
31.0,,Never-married,,Female,<=50K
21.0,HS-grad,Never-married,Other-relative,,<=50K
26.0,Some-college,Never-married,,,
,HS-grad,Married-civ-spouse,,Male,>50K
59.0,Some-college,,Husband,,
87.0,HS-grad,Widowed,Not-in-family,Male,<=50K
25.0,Some-college,Never-married,Not-in-family,Male,<=50K
39.0,Masters,Married-civ-spouse,Husband,Male,>50K
53.0,Masters,,Husband,Male,
32.0,,Never-married,Not-in-family,,
38.0,,Married-civ-spouse,Husband,Male,
21.0,,Never-married,Unmarried,,<=50K
17.0,11th,Never-married,Own-child,,<=50K
44.0,11th,,Unmarried,Female,
,Some-college,Never-married,,Male,<=50K
57.0,Some-college,Married-civ-spouse,Wife,,>50K
30.0,11th,Married-civ-spouse,,Male,
51.0,,Married-civ-spouse,Husband,Male,
54.0,HS-grad,Married-civ-spouse,Husband,,
44.0,Some-college,Divorced,,,<=50K
60.0,Some-college,Married-civ-spouse,Husband,Male,>50K
28.0,Bachelors,,,Male,
39.0,,Married-civ-spouse,Husband,Male,>50K
55.0,Masters,Married-civ-spouse,,Male,>50K
36.0,,Married-civ-spouse,Wife,,
55.0,Masters,Married-civ-spouse,Wife,,>50K
33.0,HS-grad,,Husband,Male,
30.0,,Married-civ-spouse,,Female,
40.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
,Masters,Married-civ-spouse,Husband,,
40.0,,Divorced,Not-in-family,,
24.0,,,Not-in-family,,<=50K
,,Never-married,Own-child,Male,<=50K
18.0,,Never-married,Own-child,Female,
49.0,HS-grad,Married-civ-spouse,Husband,Male,
42.0,HS-grad,Married-civ-spouse,Husband,,
28.0,,,Husband,Male,<=50K
,Assoc-acdm,Married-civ-spouse,Husband,Male,
48.0,Some-college,Separated,Unmarried,Female,<=50K
24.0,,Never-married,Own-child,,<=50K
73.0,HS-grad,Married-civ-spouse,Wife,Female,<=50K
35.0,Masters,,Husband,Male,>50K
23.0,,,Husband,Male,
19.0,Some-college,Never-married,Not-in-family,Female,
27.0,HS-grad,,Husband,Male,
27.0,,Never-married,Not-in-family,Male,<=50K
41.0,,Married-civ-spouse,Husband,,>50K
31.0,HS-grad,,,,<=50K
64.0,HS-grad,Married-civ-spouse,,Male,
45.0,12th,Never-married,Own-child,,<=50K
47.0,HS-grad,Married-civ-spouse,,,<=50K
22.0,,Never-married,Other-relative,Male,
24.0,Bachelors,Never-married,Unmarried,,
69.0,HS-grad,Married-civ-spouse,Husband,Male,
,Assoc-voc,Married-civ-spouse,Husband,,>50K
45.0,HS-grad,Married-civ-spouse,Husband,,<=50K
47.0,Assoc-acdm,Never-married,,Male,
31.0,,Never-married,Not-in-family,,
48.0,Assoc-acdm,Divorced,,Female,
41.0,Bachelors,Married-civ-spouse,Wife,Female,>50K
34.0,Bachelors,,Own-child,Male,
48.0,Some-college,Married-civ-spouse,Husband,,
28.0,Assoc-voc,Married-civ-spouse,Wife,,
20.0,,,Own-child,Female,
39.0,Bachelors,Married-civ-spouse,Husband,,>50K
40.0,Some-college,Divorced,,Female,<=50K
28.0,10th,Never-married,Not-in-family,Male,
20.0,Some-college,,,Female,
41.0,Bachelors,Divorced,Not-in-family,,
49.0,Some-college,,Husband,Male,
24.0,,Married-civ-spouse,Husband,,
35.0,HS-grad,Married-civ-spouse,Husband,Male,
22.0,Some-college,Never-married,,,<=50K
23.0,Bachelors,Never-married,Not-in-family,Female,<=50K
23.0,,Divorced,Unmarried,Female,<=50K
42.0,,Married-civ-spouse,Husband,Male,
34.0,Some-college,,,,>50K
32.0,Assoc-voc,Never-married,,,
54.0,HS-grad,Married-civ-spouse,Husband,,
48.0,Bachelors,Separated,Unmarried,,<=50K
38.0,,Married-civ-spouse,Husband,Male,>50K
48.0,,Divorced,Unmarried,Female,
22.0,,Married-civ-spouse,Husband,Male,<=50K
42.0,Bachelors,Married-civ-spouse,Husband,,
,,Married-civ-spouse,Husband,Male,<=50K
27.0,HS-grad,Never-married,,Female,
57.0,Masters,Separated,Not-in-family,Male,>50K
46.0,Assoc-voc,Divorced,Not-in-family,,<=50K
44.0,Assoc-voc,Married-civ-spouse,Husband,Male,
42.0,Some-college,,,Male,
24.0,Bachelors,Never-married,Not-in-family,,<=50K
38.0,,,Not-in-family,Male,
29.0,,,Husband,,>50K
38.0,HS-grad,Married-civ-spouse,Husband,,
33.0,Some-college,Divorced,,Female,<=50K
61.0,HS-grad,,Wife,,<=50K
49.0,,Married-civ-spouse,Husband,Male,>50K
51.0,Assoc-acdm,Married-civ-spouse,Husband,Male,>50K
42.0,HS-grad,Divorced,,Female,
21.0,HS-grad,Never-married,,,<=50K
29.0,,,Not-in-family,,<=50K
54.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
23.0,Some-college,Never-married,Not-in-family,,
52.0,,Married-civ-spouse,Husband,,
28.0,Masters,Married-civ-spouse,Wife,Female,>50K
23.0,,Divorced,Own-child,,<=50K
43.0,HS-grad,Married-civ-spouse,Husband,,
45.0,Some-college,Married-civ-spouse,,,
51.0,7th-8th,Married-civ-spouse,,Male,<=50K
29.0,,Married-spouse-absent,Unmarried,Female,<=50K
,Some-college,Never-married,Own-child,Female,
73.0,Bachelors,Married-civ-spouse,,Male,<=50K
,11th,Divorced,Unmarried,,<=50K
61.0,HS-grad,Married-civ-spouse,Husband,,
26.0,Assoc-voc,Never-married,,Female,<=50K
40.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
32.0,Bachelors,Married-civ-spouse,Husband,,<=50K
39.0,,Divorced,Unmarried,Female,<=50K
33.0,,Never-married,Not-in-family,Female,
35.0,HS-grad,,Husband,Male,<=50K
42.0,HS-grad,Divorced,Own-child,,<=50K
46.0,Some-college,Married-civ-spouse,,,
33.0,HS-grad,Never-married,Own-child,,<=50K
47.0,5th-6th,Never-married,Own-child,,
33.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
26.0,HS-grad,Divorced,,,<=50K
42.0,Some-college,Divorced,Unmarried,,
28.0,Bachelors,Married-civ-spouse,Husband,,<=50K
29.0,,Married-civ-spouse,Husband,Male,<=50K
18.0,,,,,
33.0,Some-college,Married-civ-spouse,Husband,,<=50K
36.0,,Widowed,Unmarried,,<=50K
,HS-grad,Married-civ-spouse,Husband,Male,
40.0,HS-grad,Married-spouse-absent,,,
57.0,Doctorate,,Husband,Male,>50K
40.0,HS-grad,Divorced,Unmarried,Male,
36.0,,Married-civ-spouse,Husband,,<=50K
45.0,,,Not-in-family,,
52.0,Bachelors,,Husband,,<=50K
24.0,,Separated,,Male,<=50K
30.0,HS-grad,Married-spouse-absent,Not-in-family,Female,<=50K
28.0,HS-grad,Never-married,Own-child,,<=50K
46.0,,Never-married,Not-in-family,Female,<=50K
36.0,,,,,
48.0,HS-grad,Never-married,Not-in-family,Female,
36.0,,,Unmarried,,
48.0,,,Husband,,
21.0,,Never-married,Own-child,Female,<=50K
18.0,,Never-married,,,
38.0,Bachelors,Divorced,,,
66.0,11th,Widowed,,Female,<=50K
36.0,Bachelors,,Husband,Male,
38.0,HS-grad,Never-married,Not-in-family,Female,
55.0,Prof-school,Widowed,Not-in-family,,>50K
27.0,HS-grad,Married-civ-spouse,Husband,Male,
22.0,Assoc-acdm,Never-married,Not-in-family,,<=50K
,,Never-married,Other-relative,Male,<=50K
40.0,Some-college,Never-married,Unmarried,,<=50K
21.0,,Never-married,Own-child,,
49.0,HS-grad,,Not-in-family,Female,<=50K
29.0,Bachelors,Married-civ-spouse,,,>50K
28.0,,Never-married,Not-in-family,Male,
26.0,,Married-civ-spouse,Husband,Male,<=50K
33.0,HS-grad,Never-married,Not-in-family,Female,<=50K
72.0,Prof-school,Married-civ-spouse,Husband,,>50K
59.0,Masters,,Husband,Male,<=50K
37.0,,Married-civ-spouse,Husband,Male,<=50K
,10th,,Not-in-family,Female,<=50K
27.0,,Never-married,Not-in-family,Male,<=50K
39.0,Masters,Married-civ-spouse,,Male,>50K
49.0,Masters,Never-married,,Female,<=50K
30.0,,,,Female,
28.0,9th,Married-civ-spouse,Wife,,<=50K
25.0,,Never-married,Own-child,,
18.0,10th,Never-married,,Male,<=50K
25.0,,,,Male,
36.0,,Never-married,Own-child,Male,
52.0,HS-grad,,Husband,Male,
20.0,12th,Never-married,Not-in-family,Male,<=50K
